73.3516,13.7001,88.004
77.8508,13.3742,88.0044
76.1456,10.9975,88.0048
76.2722,14.49,88.01
73.6998,14.0866,88.0042
78.4548,16.8964,88.0098
70.122,17.8222,88.0052
70.2379,14.1509,88.0035
75.514,16.7088,88.0045
77.477,11.0731,88.0016
78.5066,10.9534,88.0034
77.6593,15.5461,88.0023
78.0194,14.3515,88.0031
79.5792,15.5803,88.0038
76.5215,15.615,88.0022
75.36,17.5688,88.0032
75.1234,19.4083,88.0033
75.9216,19.4185,88.0018
79.2135,15.3199,88.0035
78.7414,18.033,88.0024
79.4225,12.7898,88.003
76.063,12.2528,88.0026
71.0489,19.0599,88.0027
75.7215,12.6501,88.002
73.5861,17.0631,88.0039
78.7899,12.5931,88.0028
73.144,15.4437,88.0041
74.6003,18.4863,88.0052
77.4525,16.9623,88.0039
72.8715,17.3741,88.0019
76.4529,18.4935,88.0013
71.371,19.6439,88.0037
75.8962,15.2485,88.0051
70.4701,13.2164,88.0027
78.7837,11.9674,88.0033
76.3882,13.5859,88.0027
75.5522,17.9794,88.004
79.8328,17.6221,88.0004
73.8581,12.6076,88.002
72.9871,11.5704,88.005
77.3496,17.3198,88.01
76.8547,16.7524,88.002
72.11,10.8317,88.0036
71.7372,14.4632,88.0031
72.657,19.6826,88.0026
76.7781,18.5585,88.0047
76.3702,17.9295,88.0099
75.0012,17.0601,88.0099
74.7269,19.0991,88.0041
71.3063,17.1729,88.0043
72.028,10.1161,88.0047
73.2254,19.6688,88.0034
78.6267,11.9756,88.0033
79.4121,16.1205,88.0028
75.4195,16.4984,88.0028
72.3735,16.2558,88.0046
78.0926,15.2835,88.0039
76.396,19.6135,88.0099
78.7758,12.8697,88.0046
79.3775,14.3263,88.0018
79.4877,10.556,88.0042
79.3917,19.2903,88.0043
77.2378,14.3092,88.0021
74.7799,17.5243,88.0034
78.9548,16.0899,88.0027
73.7521,16.133,88.0025
75.0917,10.9309,88.0019
75.3294,17.8923,88.0021
73.8353,14.4111,88.0028
71.8287,14.9961,88.01
79.8455,15.2595,88.0015
79.5337,15.6557,88.0035
74.4869,18.6766,88.0015
77.7641,13.2318,88.0044
74.1227,10.914,88.005
75.0136,11.0226,88.01
71.4661,17.5021,88.0043
74.7127,19.2694,88.0023
70.4923,12.6794,88.0099
75.6447,18.092,88.0098
78.9815,18.4246,88.0024
78.0569,13.7394,88.0044
70.5653,12.7433,88.0051
74.2108,18.0542,88.0037
71.9081,10.588,88.0031
74.7001,15.9915,88.0032
76.1943,18.6842,88.0018
77.5091,17.4239,88.0029
79.7016,13.3752,88.0042
76.2782,13.6482,88.0045
71.7992,12.4063,88.0046
72.2904,19.7973,88.0045
76.4839,19.1336,88.0015
72.2834,14.3218,88.0036
78.4237,17.1704,88.0095
73.5078,14.9903,88.0051
72.2566,12.769,88.0046
77.2565,12.9534,88.0021
76.8589,16.0418,88.0043
71.2243,15.3739,88.0036
75.4192,19.6765,88.0048
74.4318,18.4158,88.0022
79.6789,18.1277,88.0011
70.0541,12.7171,88.0032
76.5147,10.1664,88.0052
78.39,12.5108,88.0015
77.9528,16.8327,88.0022
74.5432,12.6803,88.0047
77.7017,18.6055,88.0037
70.2924,15.3351,88.01
72.9423,16.0217,88.0027
79.2957,18.7308,88.0037
76.5664,15.8317,88.005
75.8294,13.9052,88.0035
73.6781,16.941,88.0032
77.8376,18.9188,88.0046
77.9733,19.1127,88.0044
76.2606,19.4095,88.0031
71.0361,19.8769,88.0048
75.2241,18.687,88.0021
74.9173,13.9399,88.002
70.7239,14.5744,88.002
72.2204,13.4107,88.0042
75.2582,11.1629,88.0031
79.7881,14.293,88.0046
73.8834,12.736,88.002
79.0415,14.3482,88.0041
70.433,16.2637,88.0041
76.899,14.6103,88.0021
78.8201,17.8083,88.0099
71.5689,18.5608,88.005
71.3287,19.3571,88.0099
78.5566,18.1014,88.0051
79.5907,19.1556,88.0009
79.3968,15.8822,88.0033
71.8622,11.3477,88.005
78.0089,13.6981,88.0008
77.2102,15.8284,88.003
72.2992,13.1955,88.0032
75.1765,17.1252,88.0034
77.8237,16.1637,88.0035
